Campus,StudyField,Branch,Role,EduLevel,ProgLang,Databases,Platform,WebFramework,Industry,AISearch,AITool,Employment
Pretoria Campus,IT,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,C#;Haskell;Java;JavaScript;Python;SQL;TypeScript,Elasticsearch;Firebase Realtime Database;Microsoft SQL Server;PostgreSQL;SQLite,Cloudflare;Digital Ocean,Angular;ASP.NET;ASP.NET CORE;React;Spring Boot,Oil & Gas,ChatGPT,Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Groovy;Java;SQL,H2;IBM DB2;Microsoft SQL Server;Oracle;PostgreSQL,Amazon Web Services (AWS),Unknown,Retail and Consumer Services,ChatGPT,Adrenaline;AWS CodeWhisperer;GitHub Copilot,"Employed, part-time"
Umhlanga Campus,Computer Science,I am a developer by profession,"Developer, mobile","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;JavaScript,Cosmos DB;SQLite,Amazon Web Services (AWS);Microsoft Azure,ASP.NET CORE;WordPress,"Information Services, IT, Software Development, or other Technology",ChatGPT,AWS CodeWhisperer;Mintlify;Replit Ghostwriter;Synk Code;Tabnine,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Umhlanga Campus,Computer Science,I am a developer by profession,DevOps specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Python,Unknown,Google Cloud,Django;Flask,"Information Services, IT, Software Development, or other Technology",ChatGPT;WolframAlpha,GitHub Copilot;Tabnine,"Employed, full-time"
Midrand Campus,Data Science,I am a developer by profession,"Developer, back-end",Some college/university study without earning a degree,HTML/CSS;Java;JavaScript;Kotlin;SQL,Elasticsearch;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS),Next.js;React,Other,ChatGPT,GitHub Copilot;Mintlify,"Employed, full-time"
Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Java;Kotlin,SQLite,Unknown,ASP.NET,Oil & Gas,Unknown,GitHub Copilot;Rubber Duck.AI,"Employed, full-time"
Tyger Valley Campus,Data Science,I am a developer by profession,"Developer, back-end","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Java;SQL,MongoDB;Redis;Solr,Google Cloud;Heroku;Netlify,Spring Boot,Retail and Consumer Services,ChatGPT,Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Midrand Campus,Computer Science,"I used to be a developer by profession, but no longer am","Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;TypeScript,PostgreSQL,Amazon Web Services (AWS);Fly.io;Netlify,Express;Node.js;React,Oil & Gas,Unknown,GitHub Copilot;Replit Ghostwriter;Whispr AI,"Employed, full-time"
Midrand Campus,Data Science,I code primarily as a hobby,Unknown,Primary/elementary school,C++;Dart;HTML/CSS;Lua;Python;Rust;TypeScript,MongoDB;Supabase,Vercel,Next.js;Node.js;Nuxt.js;React;Solid.js;Svelte;Vue.js,Advertising Services,ChatGPT,AWS CodeWhisperer;Replit Ghostwriter;Rubber Duck.AI;Tabnine,"Student, full-time"
Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, full-stack",Something else,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Microsoft Azure,ASP.NET;React;Svelte,Oil & Gas,ChatGPT,AWS CodeWhisperer;Rubber Duck.AI,"Employed, full-time"
Umhlanga Campus,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;SQL;TypeScript,Cloud Firestore;Dynamodb;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Fly.io;Google Cloud;Managed Hosting;Vercel,Express;Fastify;Next.js;Node.js;React;Remix,Other,ChatGPT,AWS CodeWhisperer,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time"
Umhlanga Campus,Data Science,I am a developer by profession,Data scientist or machine learning specialist,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python;Ruby,PostgreSQL;Snowflake,Amazon Web Services (AWS),Ruby on Rails,Higher Education,WolframAlpha,GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Umhlanga Campus,IT,I am a developer by profession,Developer Experience,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Dart;Go;JavaScript;PHP;Python;SQL,Clickhouse;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS),Unknown,"Information Services, IT, Software Development, or other Technology",Unknown,GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI;Tabnine,"Employed, full-time"
Pretoria Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL,Amazon Web Services (AWS);Cloudflare;Firebase;Heroku,jQuery;Laravel;Symfony;Vue.js;WordPress,Insurance,ChatGPT;Google Bard AI,AWS CodeWhisperer;Mintlify,"Employed, full-time"
Midrand Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Java;TypeScript,Microsoft SQL Server;MongoDB;PostgreSQL,Amazon Web Services (AWS),Angular;Spring Boot,Retail and Consumer Services,Bing AI;ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Unknown,jQuery;Node.js,Legal Services,Google Bard AI,Adrenaline;GitHub Copilot;Rubber Duck.AI;Tabnine,"Employed, full-time"
Midrand Campus,IT,I am a developer by profession,"Developer, mobile","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;Java;Kotlin;Swift,MongoDB,Firebase,Flask,Oil & Gas,Bing AI;ChatGPT;Perplexity AI;You.com,AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine,"Employed, full-time;Student, part-time"
Tyger Valley Campus,Data Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;C++;Python;SQL,Microsoft SQL Server,Unknown,ASP.NET;ASP.NET CORE,Other,Unknown,AWS CodeWhisperer;Replit Ghostwriter;Tabnine,"Employed, full-time"
Midrand Campus,Computer Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Unknown,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Fortran;Haskell;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Prolog;Python;Rust;SQL;TypeScript,Couch DB;Firebase Realtime Database;InfluxDB;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud,Angular;Express;jQuery;Node.js;React;Spring Boot;Vue.js,Wholesale,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine,"Student, full-time"
Pretoria Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;SQL;TypeScript,Unknown,Unknown,Unknown,Legal Services,Unknown,AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine,"Not employed, but looking for work"
Umhlanga Campus,Data Science,I am a developer by profession,"Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;Java;JavaScript;TypeScript,Unknown,Unknown,Angular,Financial Services,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify,"Employed, full-time"
Midrand Campus,Data Science,I am a developer by profession,"Developer, back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript;PHP;SQL,Elasticsearch;MySQL,Amazon Web Services (AWS),Symfony,"Information Services, IT, Software Development, or other Technology",ChatGPT;WolframAlpha,AWS CodeWhisperer;Codeium;Tabnine,"Employed, part-time"
Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL,Elasticsearch;InfluxDB;MongoDB;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Firebase;Google Cloud;OVH,Express;jQuery;Node.js;Symfony,Insurance,Unknown,GitHub Copilot,"Employed, full-time"
Midrand Campus,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Data or business analyst,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",C++;R;SQL,Oracle;Snowflake,Microsoft Azure,Unknown,Oil & Gas,Unknown,Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
Pretoria Campus,IT,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;PowerShell;Python;SQL,PostgreSQL,Amazon Web Services (AWS),ASP.NET CORE,Higher Education,ChatGPT,Codeium;GitHub Copilot,"Employed, full-time"
Umhlanga Campus,Computer Science,I am a developer by profession,Other (please specify):,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C;Java;JavaScript;Rust,Dynamodb;Elasticsearch;H2;InfluxDB;Neo4J;Oracle;Redis;SQLite,Amazon Web Services (AWS);Fly.io;OpenShift,Angular,Healthcare,ChatGPT;WolframAlpha,GitHub Copilot;Whispr AI,"Employed, full-time"
Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;Java;JavaScript;SQL,H2;PostgreSQL;SQLite,Unknown,AngularJS;jQuery;Spring Boot;Vue.js;WordPress,Advertising Services,You.com,AWS CodeWhisperer;Mintlify,"Employed, full-time"
Pretoria Campus,Computer Science,I am a developer by profession,"Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,MariaDB;MongoDB;MySQL;PostgreSQL,Unknown,Flask;React,"Manufacturing, Transportation, or Supply Chain",Unknown,GitHub Copilot;Rubber Duck.AI,"Employed, full-time"
Pretoria Campus,IT,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Google Cloud;Microsoft Azure,Angular;jQuery;Spring Boot,Healthcare,ChatGPT,Tabnine,"Employed, full-time"
Midrand Campus,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Academic researcher,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Unknown,Unknown,Unknown,Higher Education,WolframAlpha,Rubber Duck.AI;Synk Code,"Employed, full-time"
Pretoria Campus,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python,MariaDB;MySQL;PostgreSQL,Unknown,ASP.NET CORE,Financial Services,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot,"Employed, part-time;Student, part-time"
Pretoria Campus,IT,I am a developer by profession,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,MariaDB;MySQL;SQLite,Microsoft Azure,Laravel;Node.js;React;WordPress,Healthcare,ChatGPT,GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
Midrand Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Associate degree (A.A., A.S., etc.)",Java;JavaScript;TypeScript,MariaDB;MongoDB;Oracle,Firebase,React;Svelte;Vue.js,Financial Services,Unknown,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
Tyger Valley Campus,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C;HTML/CSS;JavaScript;Objective-C;PHP;Python;Rust;TypeScript,Dynamodb;MongoDB;MySQL;Redis;Solr;SQLite,Amazon Web Services (AWS);Digital Ocean;Microsoft Azure;Vercel,Flask;jQuery;Laravel;Next.js;Node.js;React;WordPress,Insurance,Unknown,AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, full-time"
Umhlanga Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Dart;HTML/CSS;Java;JavaScript;Kotlin;SQL;Swift;TypeScript,Cloud Firestore;MySQL,Amazon Web Services (AWS);Firebase,Express;Fastify;Next.js;Node.js;React;Spring Boot,Advertising Services,ChatGPT,Adrenaline;Codeium;GitHub Copilot,"Employed, full-time"
Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Java,Dynamodb;MySQL;PostgreSQL,Amazon Web Services (AWS),Spring Boot,Other,ChatGPT,AWS CodeWhisperer;Whispr AI,"Employed, full-time"
Umhlanga Campus,Computer Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Other (please specify):,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Java;JavaScript,Unknown,Amazon Web Services (AWS);Netlify;Render,Gatsby;Node.js;React;WordPress,Other,ChatGPT,Adrenaline,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Umhlanga Campus,Computer Science,I am a developer by profession,"Engineer, site reliability",Some college/university study without earning a degree,Bash/Shell (all shells);Go;JavaScript;Julia;Lua;PHP;Rust;Solidity,Elasticsearch;MariaDB;MongoDB;Oracle;PostgreSQL;SQLite,Amazon Web Services (AWS);Microsoft Azure;OpenShift,Angular;AngularJS;Django;React,Legal Services,ChatGPT;Google Bard AI;Phind,Adrenaline;Mintlify;Rubber Duck.AI,"Employed, full-time;Employed, part-time"
Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ada;Bash/Shell (all shells);C;Java,MySQL,OVH,Unknown,Advertising Services,Unknown,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
Tyger Valley Campus,IT,I am a developer by profession,"Developer, mobile",Some college/university study without earning a degree,Bash/Shell (all shells);Java;JavaScript;Kotlin;SQL,MySQL,Firebase;Google Cloud,Node.js,Oil & Gas,Unknown,AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine,"Employed, full-time"
Umhlanga Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;HTML/CSS;JavaScript;Python,Microsoft SQL Server;Redis,Unknown,ASP.NET;ASP.NET CORE,Insurance,Unknown,AWS CodeWhisperer;Mintlify;Replit Ghostwriter;Synk Code;Tabnine,"Employed, full-time"
Pretoria Campus,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Academic researcher,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",C++,Unknown,Unknown,Unknown,Legal Services,Unknown,GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Nelson Mandela Bay Campus,Data Science,I am learning to code,Unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,MongoDB;PostgreSQL,Hetzner,Express;Node.js;React,Oil & Gas,ChatGPT,Adrenaline;AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Student, full-time"
Tyger Valley Campus,Data Science,I code primarily as a hobby,Designer,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript,MySQL;PostgreSQL,Heroku;Vercel,Next.js;React,Healthcare,Bing AI;ChatGPT,Rubber Duck.AI;Tabnine,"Employed, full-time"
Tyger Valley Campus,Computer Science,I am a developer by profession,"Developer, embedded applications or devices","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C;C++;Java;SQL,Oracle,Unknown,Unknown,Wholesale,Unknown,GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
Tyger Valley Campus,Computer Science,I am a developer by profession,Other (please specify):,Some college/university study without earning a degree,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,MySQL;PostgreSQL;SQLite,Scaleway,Angular;Django,Legal Services,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine,"Employed, full-time"
Pretoria Campus,Computer Science,I am a developer by profession,Cloud infrastructure engineer,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Go;Java;Kotlin;SQL;TypeScript,Elasticsearch;H2;InfluxDB;Oracle;PostgreSQL;Redis;SQLite,Google Cloud;Microsoft Azure,React;Spring Boot;Svelte,"Manufacturing, Transportation, or Supply Chain",ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,MariaDB;Microsoft SQL Server;MongoDB;MySQL,Amazon Web Services (AWS);Netlify,Express;Gatsby;jQuery;Node.js;Nuxt.js;Vue.js;WordPress,Wholesale,Bing AI;ChatGPT,Codeium;GitHub Copilot;Synk Code,"Employed, full-time"
Midrand Campus,IT,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;PHP;SQL,MariaDB;PostgreSQL,Unknown,CodeIgniter;jQuery,Higher Education,Unknown,AWS CodeWhisperer;GitHub Copilot,"Employed, part-time"
Tyger Valley Campus,IT,I am a developer by profession,Data scientist or machine learning specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);JavaScript;Python,Unknown,Amazon Web Services (AWS);Google Cloud,Unknown,"Manufacturing, Transportation, or Supply Chain",Unknown,Adrenaline;Codeium;GitHub Copilot,"Employed, part-time"
Midrand Campus,Data Science,I am a developer by profession,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Objective-C;PHP;SQL;Swift,MariaDB;Microsoft SQL Server;MongoDB;MySQL;SQLite,Google Cloud;VMware,AngularJS;Next.js;Node.js;Vue.js,Oil & Gas,Unknown,AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
Midrand Campus,IT,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C;C++;Java;PHP;SQL,MariaDB;MySQL,Unknown,Unknown,"Information Services, IT, Software Development, or other Technology",WolframAlpha,Adrenaline;Mintlify;Rubber Duck.AI,"Employed, part-time;Student, part-time"
Pretoria Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;PHP;SQL;TypeScript,Elasticsearch;MySQL;Redis;SQLite,Digital Ocean;Netlify,Angular;jQuery;Laravel;Vue.js,Oil & Gas,Unknown,AWS CodeWhisperer;GitHub Copilot;Mintlify,"Employed, full-time"
